what,kind,bundleId,bundleVersion,description,time
error,log,,,"Plug-in de.innot.avreclipse.core.managedbuildsystem was unable to load class org.eclipse.cdt.managedbuilder.internal.scannerconfig.DefaultGCCScannerInfoCollector.",1557433415462
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557433415523
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557433417232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557433613726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557433620945
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557433781027
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1557433830571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433833204
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433835528
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433837957
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433841215
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433845830
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433849248
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433861998
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433864929
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433901137
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433904092
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557433926786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557433960096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557433962913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557434101647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557434108250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557434113634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557434128156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1557434189242
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1557434195314
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1557434225273
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.indent",1557434225750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1557434305271
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.indent",1557434305785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1557434445697
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1557434448015
error,log,,,"Plug-in de.innot.avreclipse.core.managedbuildsystem was unable to load class org.eclipse.cdt.managedbuilder.internal.scannerconfig.DefaultGCCScannerInfoCollector.",1557434448389
